date,country,suspected_cases,confirmed_cases,deaths,recoveries,case_fatality_rate_pct,source_url_1,source_url_2
2015-01-05,Guinea,NA,2776.0,1786.0,NA,64.34,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2015-01-05,Sierra Leone,NA,10030.0,2977.0,NA,29.68,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2015-01-04,Guinea,NA,2775.0,1781.0,NA,64.18,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2015-01-04,Sierra Leone,NA,9780.0,2943.0,NA,30.09,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2015-01-03,Guinea,NA,2769.0,1767.0,NA,63.81,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2015-01-03,Liberia,NA,8166.0,3496.0,NA,42.81,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2015-01-03,Sierra Leone,NA,9722.0,2915.0,NA,29.98,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2015-01-02,Liberia,NA,8157.0,3496.0,NA,42.86,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-12-31,Guinea,NA,2730.0,1739.0,NA,63.7,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-12-31,Liberia,NA,8115.0,3471.0,NA,42.77,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-12-31,Sierra Leone,NA,9633.0,2827.0,NA,29.35,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-12-28,Guinea,NA,2706.0,1708.0,NA,63.12,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-12-28,Liberia,NA,8018.0,3423.0,NA,42.69,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-12-28,Sierra Leone,NA,9446.0,2758.0,NA,29.2,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-12-27,Guinea,NA,2695.0,1697.0,NA,62.97,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-12-27,Sierra Leone,NA,9409.0,2732.0,NA,29.04,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-12-24,Guinea,NA,2630.0,0.0,NA,0.0,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-12-24,Liberia,NA,7977.0,3413.0,NA,42.79,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-12-24,Sierra Leone,NA,9203.0,2655.0,NA,28.85,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-12-21,Guinea,NA,2597.0,1607.0,NA,61.88,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-12-21,Sierra Leone,NA,9004.0,2582.0,NA,28.68,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-12-20,Guinea,NA,2571.0,1586.0,NA,61.69,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-12-20,Liberia,NA,7862.0,3384.0,NA,43.04,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-12-20,Sierra Leone,NA,8939.0,2556.0,NA,28.59,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-12-18,Liberia,NA,7830.0,3376.0,NA,43.12,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-12-14,Guinea,NA,2416.0,1525.0,NA,63.12,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-12-14,Sierra Leone,NA,8356.0,2085.0,NA,24.95,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-12-09,Liberia,NA,7797.0,3290.0,NA,42.2,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-12-07,Guinea,NA,2292.0,1428.0,NA,62.3,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-12-07,Sierra Leone,NA,7897.0,1768.0,NA,22.39,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-12-07,Nigeria,NA,20.0,8.0,NA,40.0,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-12-07,Senegal,NA,1.0,0.0,NA,0.0,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-12-07,Unitedstates,NA,4.0,1.0,NA,25.0,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-12-07,Spain,NA,1.0,0.0,NA,0.0,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-12-07,Mali,NA,7.0,6.0,NA,85.71,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-12-03,Liberia,NA,7719.0,3177.0,NA,41.16,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-11-30,Guinea,NA,2164.0,1327.0,NA,61.32,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-11-30,Sierra Leone,NA,7312.0,1583.0,NA,21.65,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-11-30,Nigeria,NA,20.0,8.0,NA,40.0,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-11-30,Senegal,NA,1.0,0.0,NA,0.0,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-11-30,Unitedstates,NA,4.0,1.0,NA,25.0,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-11-30,Spain,NA,1.0,0.0,NA,0.0,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-11-30,Mali,NA,7.0,6.0,NA,85.71,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-11-28,Liberia,NA,7635.0,3145.0,NA,41.19,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-11-23,Guinea,NA,2134.0,1260.0,NA,59.04,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-11-23,Sierra Leone,NA,6599.0,1398.0,NA,21.19,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-11-23,Nigeria,NA,20.0,8.0,NA,40.0,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-11-23,Senegal,NA,1.0,0.0,NA,0.0,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-11-23,Unitedstates,NA,4.0,1.0,NA,25.0,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
2014-11-23,Spain,NA,1.0,0.0,NA,0.0,https://raw.githubusercontent.com/cmrivers/ebola/master/country_timeseries.csv,NA
